Category,Subcategory,Sub_Subcategory,Semester,Year,Internal,Subject_Code,Subject_Name,Module,Title,Telegram_File_ID,File_Name,Notes
Lab Manuals,Micro Projects,,2,,,M24CA1B205,OOP Lab,,Micro Project Sample 1,,,
Lab Manuals,Micro Projects,,2,,,M24CA1B205,OOP Lab,,Micro Project Sample 2,,,
Lab Manuals,Record Samples,,2,,,M24CA1L206,Advanced Database Lab,,Record Sample,,,
Lab Manuals,Lab Question Papers,,2,2024,,M24CA1L206,Advanced Database Lab,,Lab Question Paper,,,
Lab Manuals,Lab Question Papers,,2,2025,,M24CA1L206,Advanced Database Lab,,Lab Question Paper,,,
Lab Manuals,Viva Questions,,2,,,M24CA1L206,Advanced Database Lab,,Viva Questions,,,
Lab Manuals,Record Samples,,2,,,M24CA1L207,Operating Systems Lab,,Record Sample,,,
Lab Manuals,Lab Question Papers,,2,2024,,M24CA1L207,Operating Systems Lab,,Lab Question Paper,,,
Lab Manuals,Lab Question Papers,,2,2025,,M24CA1L207,Operating Systems Lab,,Lab Question Paper,,,
Lab Manuals,Viva Questions,,2,,,M24CA1L207,Operating Systems Lab,,Viva Questions,,,
Lab Manuals,Record Samples,,2,,,M24CA1N208,PDLES,,Record Sample,,,
Lab Manuals,Lab Question Papers,,2,2024,,M24CA1N208,PDLES,,Lab Question Paper,,,
Lab Manuals,Lab Question Papers,,2,2025,,M24CA1N208,PDLES,,Lab Question Paper,,,
Lab Manuals,Viva Questions,,2,,,M24CA1N208,PDLES,,Viva Questions,,,
Lab Manuals,Record Samples,,3,,,M24CA1B305,Mobile App Lab,,Record Sample,,,
Lab Manuals,Lab Question Papers,,3,2024,,M24CA1B305,Mobile App Lab,,Lab Question Paper,,,
Lab Manuals,Lab Question Papers,,3,2025,,M24CA1B305,Mobile App Lab,,Lab Question Paper,,,
Lab Manuals,Viva Questions,,3,,,M24CA1B305,Mobile App Lab,,Viva Questions,,,
Lab Manuals,Micro Projects,,3,,,M24CA1B305,Mobile App Lab,,Micro Project Sample 1,,,
Lab Manuals,Micro Projects,,3,,,M24CA1B305,Mobile App Lab,,Micro Project Sample 2,,,
Lab Manuals,Record Samples,,3,,,M24CA1L306,Data Science Lab,,Record Sample,,,
Lab Manuals,Lab Question Papers,,3,2024,,M24CA1L306,Data Science Lab,,Lab Question Paper,,,
Lab Manuals,Lab Question Papers,,3,2025,,M24CA1L306,Data Science Lab,,Lab Question Paper,,,
Lab Manuals,Viva Questions,,3,,,M24CA1L306,Data Science Lab,,Viva Questions,,,
Lab Manuals,Record Samples,,3,,,M24CA1N308,Professional Ethics,,Record Sample,,,
Lab Manuals,Lab Question Papers,,3,2024,,M24CA1N308,Professional Ethics,,Lab Question Paper,,,
Lab Manuals,Lab Question Papers,,3,2025,,M24CA1N308,Professional Ethics,,Lab Question Paper,,,
Lab Manuals,Viva Questions,,3,,,M24CA1N308,Professional Ethics,,Viva Questions,,,
Projects,Mini Project,Abstract Template,,2024,,,,,Abstract Template,,,
Projects,Mini Project,Title Presentation Template,,2024,,,,,Title Presentation Template,,,
Projects,Mini Project,Final Presentation Template,,2024,,,,,Final Presentation Template,,,
Projects,Mini Project,Project Report Template,,2024,,,,,Project Report Template,,,
Projects,Mini Project,Abstract Template,,2025,,,,,Abstract Template,,,
Projects,Mini Project,Title Presentation Template,,2025,,,,,Title Presentation Template,,,
Projects,Mini Project,Final Presentation Template,,2025,,,,,Final Presentation Template,,,
Projects,Mini Project,Project Report Template,,2025,,,,,Project Report Template,,,
Projects,Main Project,Abstract Template,,2024,,,,,Abstract Template,,,
Projects,Main Project,Title Presentation Template,,2024,,,,,Title Presentation Template,,,
Projects,Main Project,Final Presentation Template,,2024,,,,,Final Presentation Template,,,
Projects,Main Project,Project Report Template,,2024,,,,,Project Report Template,,,
Projects,Main Project,Abstract Template,,2025,,,,,Abstract Template,,,
Projects,Main Project,Title Presentation Template,,2025,,,,,Title Presentation Template,,,
Projects,Main Project,Final Presentation Template,,2025,,,,,Final Presentation Template,,,
Projects,Main Project,Project Report Template,,2025,,,,,Project Report Template,,,
Reference Materials,Bridge Course,Previous Year Papers,,2024,,,,,Bridge Course PYQ,,,
Reference Materials,Bridge Course,Previous Year Papers,,2025,,,,,Bridge Course PYQ,,,
Reference Materials,Bridge Course,Syllabus,,,,,,,Syllabus,,,
Reference Materials,Bridge Course,Sample Papers,,,,,,,Sample Paper 1,,,
Reference Materials,Bridge Course,Sample Papers,,,,,,,Sample Paper 2,,,
Reference Materials,Internship Reports,,,,,,,,Internship Report 1,,,
Reference Materials,Internship Presentations,,,,,,,,Internship Presentation 1,,,
Reference Materials,Internship Reports,,,,,,,,Internship Report 2,,,
Reference Materials,Internship Presentations,,,,,,,,Internship Presentation 2,,,
Placement Materials,Aptitude,,,,,,,,Aptitude Sample 1,,,
Placement Materials,Aptitude,,,,,,,,Aptitude Sample 2,,,
Placement Materials,Technical,,,,,,,,Technical Sample 1,,,
Placement Materials,Technical,,,,,,,,Technical Sample 2,,,
Placement Materials,HR Interview,,,,,,,,HR Interview Sample 1,,,
Placement Materials,HR Interview,,,,,,,,HR Interview Sample 2,,,
Placement Materials,Resume Templates,,,,,,,,Resume Templates Sample 1,,,
Placement Materials,Resume Templates,,,,,,,,Resume Templates Sample 2,,,
